"","Chromosome","Position","Strand","OriginalValue","Rank","Value"
"512","chromosome",1265490,"+",0.9831,512,0.9830990338
"513","chromosome",1359123,"+",0.9831,513,0.9830990338
"514","chromosome",3604688,"+",0.9831,514,0.9830990338
"515","chromosome",274124,"+",0.983,515,0.982999034
"516","chromosome",2390860,"+",0.983,516,0.982999034
"517","chromosome",2598376,"+",0.983,517,0.982999034
"518","chromosome",3762878,"-",0.983,518,0.982999034
"519","chromosome",2002088,"+",0.9829,519,0.9828990342
"520","chromosome",2904264,"-",0.9829,520,0.9828990342
"521","chromosome",484176,"+",0.9828,521,0.9827990344
"522","chromosome",1294725,"+",0.9828,522,0.9827990344
"523","chromosome",3829462,"+",0.9828,523,0.9827990344
"524","chromosome",4246323,"+",0.9828,524,0.9827990344
"525","chromosome",62207,"+",0.9827,525,0.9826990346
"526","chromosome",2002239,"-",0.9827,526,0.9826990346
"527","chromosome",3908430,"-",0.9827,527,0.9826990346
"528","chromosome",4238869,"-",0.9827,528,0.9826990346
"529","chromosome",3473046,"-",0.9826,529,0.9825990348
"530","chromosome",3654320,"+",0.9826,530,0.9825990348
"531","chromosome",5349970,"-",0.9826,531,0.9825990348
"532","chromosome",1279765,"+",0.9825,532,0.982499035
"533","chromosome",2915632,"+",0.9825,533,0.982499035
"534","chromosome",5427465,"+",0.9825,534,0.982499035
"535","chromosome",248265,"-",0.9824,535,0.9823990352
"536","chromosome",1503969,"-",0.9824,536,0.9823990352
"537","chromosome",2481490,"+",0.9824,537,0.9823990352
"538","chromosome",3829464,"+",0.9824,538,0.9823990352
"539","large.plasmid",114634,"+",0.9824,539,0.9823990352
"540","chromosome",695273,"+",0.9822,540,0.9821990356
"541","chromosome",2050735,"+",0.9822,541,0.9821990356
"542","chromosome",2245100,"-",0.9822,542,0.9821990356
"543","chromosome",3133749,"-",0.9822,543,0.9821990356
"544","chromosome",4448403,"+",0.9822,544,0.9821990356
"545","chromosome",4639851,"-",0.9822,545,0.9821990356
"546","chromosome",4870925,"-",0.9822,546,0.9821990356
"547","chromosome",5150464,"-",0.9822,547,0.9821990356
"548","chromosome",1163041,"+",0.9821,548,0.9820990358
"549","chromosome",2724358,"+",0.9821,549,0.9820990358
"550","chromosome",4057064,"+",0.9821,550,0.9820990358
"551","chromosome",5262261,"+",0.9821,551,0.9820990358
"552","chromosome",5318253,"-",0.9821,552,0.9820990358
"553","chromosome",1313979,"+",0.982,553,0.981999036
"554","chromosome",3840656,"-",0.982,554,0.981999036
"555","chromosome",5143403,"-",0.982,555,0.981999036
"556","chromosome",712912,"+",0.9819,556,0.9818990362
"557","chromosome",1393490,"+",0.9819,557,0.9818990362
"558","chromosome",2278938,"+",0.9818,558,0.9817990364
"559","chromosome",5098259,"+",0.9818,559,0.9817990364
"560","chromosome",5393714,"-",0.9818,560,0.9817990364
"561","chromosome",84174,"+",0.9817,561,0.9816990366
"562","chromosome",2275934,"+",0.9817,562,0.9816990366
"563","chromosome",3304739,"-",0.9817,563,0.9816990366
"564","chromosome",5123009,"+",0.9817,564,0.9816990366
"565","chromosome",1071959,"+",0.9816,565,0.9815990368
"566","chromosome",3681835,"-",0.9816,566,0.9815990368
"567","chromosome",3957592,"-",0.9816,567,0.9815990368
"568","chromosome",4284155,"-",0.9816,568,0.9815990368
"569","chromosome",4493214,"-",0.9816,569,0.9815990368
"570","chromosome",93194,"+",0.9815,570,0.981499037
"571","chromosome",595724,"+",0.9815,571,0.981499037
"572","chromosome",3706028,"+",0.9815,572,0.981499037
"573","chromosome",5400942,"+",0.9815,573,0.981499037
"574","large.plasmid",108603,"+",0.9815,574,0.981499037
"575","chromosome",748779,"-",0.9814,575,0.9813990372
"576","chromosome",4419331,"+",0.9814,576,0.9813990372
"577","chromosome",5614773,"+",0.9814,577,0.9813990372
"578","chromosome",575302,"+",0.9812,578,0.9811990376
"579","chromosome",1027692,"+",0.9812,579,0.9811990376
"580","chromosome",1501737,"+",0.9812,580,0.9811990376
"581","chromosome",4536832,"+",0.9812,581,0.9811990376
"582","chromosome",5200186,"-",0.9812,582,0.9811990376
"583","large.plasmid",30249,"-",0.9812,583,0.9811990376
"584","chromosome",4306064,"-",0.9811,584,0.9810990378
"585","chromosome",1661813,"-",0.981,585,0.980999038
"586","chromosome",1773551,"-",0.981,586,0.980999038
"587","chromosome",3464683,"-",0.981,587,0.980999038
"588","chromosome",3545790,"+",0.981,588,0.980999038
"589","chromosome",3653786,"+",0.981,589,0.980999038
"590","chromosome",4044045,"-",0.981,590,0.980999038
"591","chromosome",4141084,"-",0.981,591,0.980999038
"592","chromosome",5077791,"-",0.981,592,0.980999038
"593","chromosome",5330835,"-",0.981,593,0.980999038
"594","chromosome",990682,"+",0.9809,594,0.9808990382
"595","chromosome",2839067,"+",0.9809,595,0.9808990382
"596","chromosome",5514729,"-",0.9809,596,0.9808990382
"597","chromosome",5827235,"-",0.9809,597,0.9808990382
"598","chromosome",2827230,"-",0.9808,598,0.9807990384
"599","large.plasmid",46913,"+",0.9808,599,0.9807990384
"600","chromosome",5798736,"-",0.9807,600,0.9806990386
"601","chromosome",1677792,"-",0.9806,601,0.9805990388
"602","chromosome",2562157,"-",0.9806,602,0.9805990388
"603","chromosome",2694674,"+",0.9806,603,0.9805990388
"604","chromosome",3933420,"-",0.9806,604,0.9805990388
"605","chromosome",5441307,"+",0.9806,605,0.9805990388
"606","chromosome",1563424,"-",0.9805,606,0.980499039
"607","chromosome",2048218,"+",0.9805,607,0.980499039
"608","chromosome",3496869,"-",0.9805,608,0.980499039
"609","chromosome",5337553,"-",0.9805,609,0.980499039
"610","chromosome",25103,"+",0.9804,610,0.9803990392
"611","chromosome",484932,"-",0.9804,611,0.9803990392
"612","chromosome",2475797,"-",0.9804,612,0.9803990392
"613","chromosome",5609200,"+",0.9804,613,0.9803990392
"614","large.plasmid",46914,"+",0.9804,614,0.9803990392
"615","chromosome",1012730,"+",0.9803,615,0.9802990394
"616","chromosome",2816394,"+",0.9803,616,0.9802990394
"617","chromosome",3825103,"-",0.9803,617,0.9802990394
"618","chromosome",4289620,"-",0.9802,618,0.9801990396
"619","chromosome",4953525,"-",0.9802,619,0.9801990396
"620","chromosome",4960225,"-",0.9802,620,0.9801990396
"621","chromosome",2533427,"+",0.9801,621,0.9800990398
"622","chromosome",3256275,"-",0.9801,622,0.9800990398
"623","chromosome",3471739,"-",0.9801,623,0.9800990398
"624","chromosome",4699823,"-",0.9801,624,0.9800990398
"625","chromosome",5880722,"+",0.9801,625,0.9800990398
"626","large.plasmid",114779,"+",0.9801,626,0.9800990398
"627","chromosome",2162473,"-",0.98,627,0.97999904
"628","chromosome",4079189,"-",0.98,628,0.97999904
"629","chromosome",4949225,"-",0.98,629,0.97999904
"630","chromosome",5167330,"+",0.98,630,0.97999904
"631","chromosome",5487667,"+",0.98,631,0.97999904
"632","chromosome",73589,"-",0.9799,632,0.9798990402
"633","chromosome",940276,"+",0.9799,633,0.9798990402
"634","chromosome",3699985,"+",0.9799,634,0.9798990402
"635","chromosome",5857328,"+",0.9799,635,0.9798990402
"636","chromosome",76295,"+",0.9797,636,0.9796990406
"637","chromosome",2615058,"+",0.9797,637,0.9796990406
"638","chromosome",2840932,"+",0.9797,638,0.9796990406
"639","chromosome",3628133,"-",0.9797,639,0.9796990406
"640","chromosome",4045917,"-",0.9797,640,0.9796990406
"641","chromosome",4280117,"-",0.9797,641,0.9796990406
"642","chromosome",5762338,"+",0.9797,642,0.9796990406
"643","chromosome",1789771,"+",0.9796,643,0.9795990408
"644","chromosome",2551520,"-",0.9796,644,0.9795990408
"645","chromosome",3280627,"+",0.9796,645,0.9795990408
"646","chromosome",3427583,"-",0.9796,646,0.9795990408
"647","chromosome",4404248,"+",0.9796,647,0.9795990408
"648","chromosome",5364810,"-",0.9796,648,0.9795990408
"649","chromosome",140052,"-",0.9795,649,0.979499041
"650","chromosome",648874,"-",0.9795,650,0.979499041
"651","chromosome",1615619,"-",0.9795,651,0.979499041
"652","chromosome",2566286,"+",0.9795,652,0.979499041
"653","chromosome",2682058,"-",0.9795,653,0.979499041
"654","chromosome",3897421,"-",0.9795,654,0.979499041
"655","chromosome",4656922,"+",0.9795,655,0.979499041
"656","chromosome",4923341,"+",0.9794,656,0.9793990412
"657","chromosome",5135570,"-",0.9794,657,0.9793990412
"658","chromosome",1011983,"+",0.9793,658,0.9792990414
"659","chromosome",2546961,"+",0.9793,659,0.9792990414
"660","chromosome",2901457,"-",0.9793,660,0.9792990414
"661","chromosome",3572258,"-",0.9793,661,0.9792990414
"662","chromosome",82493,"+",0.9792,662,0.9791990416
"663","chromosome",1796106,"+",0.9792,663,0.9791990416
"664","chromosome",1819453,"+",0.9792,664,0.9791990416
"665","chromosome",2241990,"+",0.9792,665,0.9791990416
"666","chromosome",3043269,"+",0.9792,666,0.9791990416
"667","chromosome",4428183,"-",0.9792,667,0.9791990416
"668","chromosome",5410518,"-",0.9792,668,0.9791990416
"669","chromosome",2255785,"+",0.979,669,0.978999042
"670","chromosome",2921866,"-",0.979,670,0.978999042
"671","chromosome",4071050,"-",0.979,671,0.978999042
"672","chromosome",335195,"-",0.9789,672,0.9788990422
"673","chromosome",1902534,"-",0.9789,673,0.9788990422
"674","chromosome",2228825,"+",0.9789,674,0.9788990422
"675","chromosome",2230919,"+",0.9789,675,0.9788990422
"676","chromosome",3299733,"+",0.9789,676,0.9788990422
"677","chromosome",3351018,"+",0.9789,677,0.9788990422
"678","chromosome",3800103,"-",0.9789,678,0.9788990422
"679","chromosome",3886612,"+",0.9789,679,0.9788990422
"680","chromosome",5551964,"+",0.9789,680,0.9788990422
"681","chromosome",711047,"-",0.9787,681,0.9786990426
"682","chromosome",2055771,"+",0.9787,682,0.9786990426
"683","chromosome",2884918,"+",0.9787,683,0.9786990426
"684","chromosome",3087772,"-",0.9787,684,0.9786990426
"685","chromosome",3699988,"+",0.9787,685,0.9786990426
"686","chromosome",4057235,"-",0.9787,686,0.9786990426
"687","chromosome",4953542,"-",0.9787,687,0.9786990426
"688","chromosome",5279224,"-",0.9787,688,0.9786990426
"689","chromosome",5704715,"+",0.9787,689,0.9786990426
"690","chromosome",1042467,"+",0.9786,690,0.9785990428
"691","chromosome",2534315,"+",0.9786,691,0.9785990428
"692","chromosome",3069042,"-",0.9786,692,0.9785990428
"693","chromosome",3146110,"+",0.9786,693,0.9785990428
"694","chromosome",5277075,"-",0.9786,694,0.9785990428
"695","chromosome",17866,"-",0.9785,695,0.978499043
"696","chromosome",170236,"-",0.9785,696,0.978499043
"697","chromosome",1115242,"-",0.9785,697,0.978499043
"698","chromosome",2260314,"-",0.9785,698,0.978499043
"699","chromosome",4137238,"-",0.9785,699,0.978499043
"700","chromosome",4615410,"-",0.9785,700,0.978499043
"701","chromosome",5576739,"-",0.9785,701,0.978499043
"702","chromosome",356754,"+",0.9784,702,0.9783990432
"703","chromosome",710403,"+",0.9784,703,0.9783990432
"704","chromosome",3609702,"+",0.9784,704,0.9783990432
"705","chromosome",5339087,"+",0.9784,705,0.9783990432
"706","chromosome",633675,"-",0.9783,706,0.9782990434
"707","chromosome",1635338,"+",0.9783,707,0.9782990434
"708","chromosome",2216988,"-",0.9783,708,0.9782990434
"709","chromosome",2235161,"+",0.9783,709,0.9782990434
"710","chromosome",2817674,"+",0.9783,710,0.9782990434
"711","chromosome",3955835,"+",0.9783,711,0.9782990434
"712","chromosome",380176,"+",0.9781,712,0.9780990438
"713","chromosome",489017,"-",0.9781,713,0.9780990438
"714","chromosome",1386038,"+",0.9781,714,0.9780990438
"715","chromosome",1772647,"+",0.9781,715,0.9780990438
"716","chromosome",4079804,"+",0.9781,716,0.9780990438
"717","chromosome",5450219,"+",0.9781,717,0.9780990438
"718","chromosome",3103919,"+",0.978,718,0.977999044
"719","chromosome",4918795,"+",0.978,719,0.977999044
"720","chromosome",807308,"-",0.9779,720,0.9778990442
"721","chromosome",2723984,"+",0.9779,721,0.9778990442
"722","chromosome",2760170,"+",0.9779,722,0.9778990442
"723","chromosome",4943083,"+",0.9779,723,0.9778990442
"724","chromosome",5201753,"-",0.9779,724,0.9778990442
"725","chromosome",5584840,"-",0.9779,725,0.9778990442
"726","chromosome",757459,"+",0.9778,726,0.9777990444
"727","chromosome",1975905,"+",0.9778,727,0.9777990444
"728","chromosome",2453430,"+",0.9778,728,0.9777990444
"729","chromosome",2474264,"-",0.9778,729,0.9777990444
"730","chromosome",4195665,"-",0.9778,730,0.9777990444
"731","chromosome",1323901,"-",0.9777,731,0.9776990446
"732","chromosome",2596088,"+",0.9777,732,0.9776990446
"733","chromosome",4987207,"+",0.9777,733,0.9776990446
"734","chromosome",5203268,"-",0.9777,734,0.9776990446
"735","large.plasmid",13786,"-",0.9777,735,0.9776990446
"736","chromosome",1909510,"-",0.9776,736,0.9775990448
"737","chromosome",2351139,"+",0.9776,737,0.9775990448
"738","chromosome",3628715,"-",0.9776,738,0.9775990448
"739","chromosome",5036691,"-",0.9776,739,0.9775990448
"740","chromosome",82497,"+",0.9775,740,0.977499045
"741","chromosome",351809,"+",0.9774,741,0.9773990452
"742","chromosome",1296972,"-",0.9774,742,0.9773990452
"743","chromosome",1494077,"+",0.9774,743,0.9773990452
"744","chromosome",531536,"+",0.9773,744,0.9772990454
"745","chromosome",2625367,"+",0.9773,745,0.9772990454
"746","chromosome",2817684,"-",0.9773,746,0.9772990454
"747","chromosome",3168462,"+",0.9773,747,0.9772990454
"748","chromosome",4280118,"-",0.9773,748,0.9772990454
"749","chromosome",5549242,"-",0.9773,749,0.9772990454
"750","chromosome",5741,"+",0.9771,750,0.9770990458
"751","chromosome",274829,"-",0.9771,751,0.9770990458
"752","chromosome",577341,"+",0.9771,752,0.9770990458
"753","chromosome",648890,"-",0.9771,753,0.9770990458
"754","chromosome",3052159,"+",0.9771,754,0.9770990458
"755","chromosome",4020002,"+",0.9771,755,0.9770990458
"756","chromosome",4499854,"-",0.9771,756,0.9770990458
"757","chromosome",4973440,"-",0.9771,757,0.9770990458
"758","chromosome",5236634,"-",0.9771,758,0.9770990458
"759","chromosome",2383090,"-",0.977,759,0.976999046
"760","chromosome",2740694,"+",0.977,760,0.976999046
"761","chromosome",2758586,"-",0.977,761,0.976999046
"762","chromosome",5692831,"+",0.977,762,0.976999046
"763","chromosome",5730522,"+",0.977,763,0.976999046
"764","chromosome",581653,"+",0.9769,764,0.9768990462
"765","chromosome",748809,"-",0.9769,765,0.9768990462
"766","chromosome",1954062,"-",0.9769,766,0.9768990462
"767","chromosome",2376691,"-",0.9769,767,0.9768990462
"768","chromosome",2881546,"-",0.9769,768,0.9768990462
"769","chromosome",5100869,"+",0.9769,769,0.9768990462
"770","chromosome",5862952,"+",0.9769,770,0.9768990462
"771","chromosome",23442,"-",0.9767,771,0.9766990466
"772","chromosome",68233,"+",0.9767,772,0.9766990466
"773","chromosome",1174260,"-",0.9767,773,0.9766990466
"774","chromosome",1635878,"+",0.9767,774,0.9766990466
"775","chromosome",1888735,"+",0.9767,775,0.9766990466
"776","chromosome",1926504,"-",0.9767,776,0.9766990466
"777","chromosome",1090318,"-",0.9766,777,0.9765990468
"778","chromosome",3273295,"+",0.9766,778,0.9765990468
"779","chromosome",3559348,"+",0.9766,779,0.9765990468
"780","chromosome",4786002,"-",0.9766,780,0.9765990468
"781","chromosome",4948834,"+",0.9766,781,0.9765990468
"782","chromosome",5680876,"+",0.9766,782,0.9765990468
"783","chromosome",773183,"-",0.9765,783,0.976499047
"784","chromosome",836150,"+",0.9765,784,0.976499047
"785","chromosome",1403827,"+",0.9765,785,0.976499047
"786","chromosome",2281370,"-",0.9764,786,0.9763990472
"787","chromosome",2393971,"+",0.9764,787,0.9763990472
"788","chromosome",3508228,"-",0.9764,788,0.9763990472
"789","chromosome",1463600,"+",0.9763,789,0.9762990474
"790","chromosome",1662812,"-",0.9763,790,0.9762990474
"791","chromosome",3880846,"-",0.9762,791,0.9761990476
"792","chromosome",4943084,"+",0.9762,792,0.9761990476
"793","chromosome",5633239,"+",0.9762,793,0.9761990476
"794","chromosome",944069,"-",0.976,794,0.975999048
"795","chromosome",2152289,"+",0.976,795,0.975999048
"796","chromosome",2749537,"+",0.976,796,0.975999048
"797","chromosome",2828384,"+",0.976,797,0.975999048
"798","chromosome",3195454,"+",0.976,798,0.975999048
"799","chromosome",3273778,"+",0.976,799,0.975999048
"800","chromosome",3933726,"+",0.976,800,0.975999048
"801","chromosome",4593528,"-",0.976,801,0.975999048
"802","chromosome",5308079,"+",0.976,802,0.975999048
"803","chromosome",2762187,"+",0.9759,803,0.9758990482
"804","chromosome",3988189,"-",0.9759,804,0.9758990482
"805","chromosome",4797698,"+",0.9759,805,0.9758990482
"806","chromosome",399854,"-",0.9758,806,0.9757990484
"807","chromosome",1115206,"-",0.9758,807,0.9757990484
"808","chromosome",2966353,"+",0.9758,808,0.9757990484
"809","chromosome",3388983,"-",0.9758,809,0.9757990484
"810","chromosome",3426454,"-",0.9758,810,0.9757990484
"811","chromosome",3469540,"-",0.9758,811,0.9757990484
"812","chromosome",4106015,"-",0.9758,812,0.9757990484
"813","chromosome",4808025,"-",0.9758,813,0.9757990484
"814","chromosome",4968945,"-",0.9758,814,0.9757990484
"815","chromosome",5140408,"+",0.9758,815,0.9757990484
"816","chromosome",5394422,"+",0.9758,816,0.9757990484
"817","chromosome",497787,"+",0.9757,817,0.9756990486
"818","chromosome",2403657,"+",0.9756,818,0.9755990488
"819","chromosome",3484851,"+",0.9756,819,0.9755990488
"820","chromosome",3668936,"+",0.9756,820,0.9755990488
"821","chromosome",3720464,"-",0.9756,821,0.9755990488
"822","chromosome",4469476,"-",0.9756,822,0.9755990488
"823","chromosome",5064252,"-",0.9756,823,0.9755990488
"824","chromosome",5197427,"+",0.9756,824,0.9755990488
"825","chromosome",3158098,"-",0.9755,825,0.975499049
"826","chromosome",4196439,"-",0.9755,826,0.975499049
"827","chromosome",4659279,"-",0.9755,827,0.975499049
"828","chromosome",4865393,"-",0.9755,828,0.975499049
"829","large.plasmid",129701,"-",0.9755,829,0.975499049
"830","chromosome",10540,"+",0.9754,830,0.9753990492
"831","chromosome",628722,"+",0.9754,831,0.9753990492
"832","chromosome",2077287,"-",0.9754,832,0.9753990492
"833","chromosome",4407236,"-",0.9754,833,0.9753990492
"834","chromosome",1431327,"-",0.9753,834,0.9752990494
"835","chromosome",2239130,"-",0.9753,835,0.9752990494
"836","chromosome",4785582,"-",0.9753,836,0.9752990494
"837","chromosome",932104,"+",0.9752,837,0.9751990496
"838","chromosome",2762434,"+",0.9752,838,0.9751990496
"839","chromosome",3259368,"-",0.9752,839,0.9751990496
"840","chromosome",3751087,"+",0.9752,840,0.9751990496
"841","chromosome",3814999,"-",0.9752,841,0.9751990496
"842","chromosome",1370027,"+",0.9751,842,0.9750990498
"843","chromosome",4255168,"-",0.9751,843,0.9750990498
"844","chromosome",249972,"+",0.975,844,0.97499905
"845","chromosome",1672522,"+",0.975,845,0.97499905
"846","chromosome",2392834,"+",0.975,846,0.97499905
"847","chromosome",5599432,"+",0.975,847,0.97499905
"848","chromosome",5619091,"-",0.975,848,0.97499905
"849","chromosome",2373146,"+",0.9748,849,0.9747990504
"850","chromosome",2828380,"+",0.9748,850,0.9747990504
"851","chromosome",4956118,"+",0.9748,851,0.9747990504
"852","chromosome",5501773,"-",0.9748,852,0.9747990504
"853","chromosome",1743736,"-",0.9747,853,0.9746990506
